start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,atb_int,atb_treat,med_trtmnts,use_atb_for,use_atb_txt,get_atb,get_atb_txt,need_scrp,need_scrp_txt,how_atb,info_atb,info_atb_txt,use_nolab,know_atb,agr_no_eat,know_atb_res,know_resist,atb_fail,agr_work,vet_risk,atb_imp,exp_resist,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-06-02 10:23:09,2019-06-02 10:29:59,0,5.186.216.55,100,409,1,2019-06-02 10:30:00,R_1lsH1k22ZFFUEqF,55.442596,11.7901,EN,1,162,,27,1,4,44,4,11,Norwegian style,6,11,6,4,2,never,6,,,,3,no antibiotics avaliable for honeybees,,"4,5,6",But we do not use medicines,2,6,1,4,4,2,1,4,1,2,4,1,The Danish Beekeepers Associations,a lot,7,,EN,Continental Europe
2019-06-03 22:08:24,2019-06-03 22:20:38,0,85.10.24.11,100,734,1,2019-06-03 22:20:38,R_2EbLzONGpgota2C,46.233307,14.166702,EN,1,182,,57,1,4,11,13,"2,11",AZ,6,11,6,4,2,"Formic, Lactic, Oxalic Acid",6,,"1,5",If needed vet will prescribe them. Can't legally get them otherwise.,1,,2,1,,2,2,1,4,4,5,1,4,3,1,4,1,,Courses organized by Beekeeping Association of Slovenia (CZS),8,"Drug resistance in general is hugely understated problem. Preventive use of antibiotics should be punishable, not only discouraged. Any food with drug (not only antibiotic) residues should be considered harmful and unfit for human or animal consumtion.",EN,Continental Europe
2019-06-04 04:04:32,2019-06-04 04:11:53,0,151.25.219.86,100,441,1,2019-06-04 04:11:54,R_1meYOgvvrLzrrU7,41.890396,12.512405,EN,1,171,,43,1,2,7,78,11,,5,10,6,"1,4,5",1,,4,,5,,3,,"1,2","1,8,2,3",,2,2,2,4,4,2,1,5,3,1,4,1,british beekeepers,,9,,EN,UK
2019-05-29 06:30:27,2019-05-29 06:35:07,0,168.202.0.236,12,280,0,2019-06-05 06:35:15,R_6xOy3yUqZ1Rca0F,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-06-05 12:41:34,2019-06-05 12:46:35,0,68.49.105.238,100,301,1,2019-06-05 12:46:35,R_2ALHSYBtrp1IOEN,42.280701,-83.780098,EN,1,98,25,29,2,4,8,4,4,,6,11,3,4,2,miticides,6,,,,1,,,1,,2,6,1,4,4,3,1,4,3,2,4,1,"A2BeeClub, MNA, SEMBA, HBVC","Bee School, lectures, webinars, reading, journals. ",10,I am a veterinarian trying to educate other vets about bees and clients about AMR,EN,North America
2019-06-07 11:23:44,2019-06-08 11:10:04,0,79.33.95.79,100,85579,1,2019-06-08 11:10:05,R_3P777Eot5d0dVxg,41.890396,12.512405,EN,1,177,,54,2,3,9,2,4,,6,11,3,4,2,Api Life Var,6,,,,,,,,,3,5,1,5,4,,1,5,3,1,4,1,ARAL - Associazione Regionale Apicoltori del Lazio,Beekeeping course offered by ARAL,10,,EN,Continental Europe
2019-06-13 06:52:03,2019-06-13 07:07:25,0,77.87.228.65,100,921,1,2019-06-13 07:07:26,R_C7SpaoDFB8JIDDz,50.736206,7.1002045,EN,1,187,,57,2,4,9,11,11,Dadant modified ,6,11,6,4,2,"Each hive only treated with varroacides =Formic acid up to twice a year (after last honey harvest ), oxalic acid once a year (winter treatment). Lactic acid if required for branches.",6,,,,1,,,,,3,3,1,4,4,3,1,4,3,3,4,1,"DIB , Subgroup of the Federal Chamber of Veterinarians (both Germany),  Apimondia",Technical Training by the Federal Chamber of Veterinarians,10,"Please note: There are no antimicrobial VMPs licensed in Germany, use of them to treat AFB is generally not allowed following Animal Health Law.",EN,Continental Europe
2019-06-04 06:18:08,2019-06-07 01:35:53,0,89.107.243.3,79,242265,0,2019-06-14 01:36:16,R_pcun6dgBm2JROff,,,ES-ES,1,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,Continental Europe
2019-06-08 12:32:10,2019-06-08 12:33:58,0,79.33.95.79,7,108,0,2019-06-15 12:34:04,R_OpAhV88D25VH2UN,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-06-05 15:07:40,2019-06-10 09:49:04,0,167.249.40.22,12,412883,0,2019-06-17 09:49:06,R_3esI797Zfx3XiDC,,,ES-ES,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,
2019-06-11 19:06:50,2019-06-11 19:17:57,0,103.14.91.80,79,666,0,2019-06-18 19:18:03,R_d5pkFh6izBFGdEt,,,EN,1,192,,54,1,4,14,20,2,,6,11,3,2,1,,1,,"9,6",,1,,2,1,,2,2,1,4,4,2,2,5,2,2,,,,,,,EN,
2019-06-20 10:51:07,2019-06-20 10:55:26,0,151.18.41.20,100,259,1,2019-06-20 10:55:27,R_1ie5VP0kYWJADmh,45.408005,11.885895,EN,1,,,54,1,3,9,5,10,,6,11,6,"4,6",2,,6,,,,1,,,"2,3,4",,2,3,1,4,4,3,1,4,3,1,4,1,,,9,,EN,
2019-06-28 00:05:24,2019-06-28 00:06:25,0,91.253.12.13,12,61,0,2019-07-05 00:06:30,R_2ckfNUdwqreDTeT,,,EN,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-07-08 23:12:08,2019-07-08 23:20:36,0,93.255.112.90,100,507,1,2019-07-08 23:20:38,R_D6s7Qdoa3K7Mi8V,48.899994,11.933304,EN,1,187,,30,1,2,44,24,4,,5,11,8,"2,4",2,thymol,,,,,,,,,,2,6,1,4,4,,1,5,3,2,4,1,IFOAM apiculture forum,regular reading of specific publications,9,knowledge about alternative treatment of AFB is crucial,EN,Continental Europe
2019-07-12 04:37:01,2019-07-12 04:42:41,0,88.16.36.209,100,339,1,2019-07-12 04:42:42,R_2f7QMNOuMDmEtMd,41.389099,2.1611023,EN,1,183,,58,1,4,12,14,4,,6,11,3,4,2,,6,,,,,,,,,4,1,1,4,4,2,1,5,3,1,4,1,,,8,"Will you share the results at some point? Does FAO have an opinion one way or another concerning the use of antibiotics? Is that a public statement? What's FAO's opinion on treatment-free, natural beekeeping? ",EN,Continental Europe
2019-07-13 10:29:10,2019-07-13 10:34:08,0,2.6.124.182,100,298,1,2019-07-13 10:34:09,R_3sb73nOhlaO4y3X,46.378006,.4125061,FR,1,186,,50,2,4,24,15,10,,6,11,8,"2,4",2,,"6,4",interdiction d'utilisation dans les ruches et inefficace,,,1,,,,,2,3,1,4,4,,1,4,3,,4,1,GDSA FACM ADA NA,rucher ecole MOOC,9,,FR,Continental Europe
2019-07-14 06:54:43,2019-07-14 06:57:05,0,2.10.66.241,100,141,1,2019-07-14 06:57:05,R_3h4nMiOcj9lCYA0,48,-4.1000061,FR,1,186,,64,2,4,9,5,10,,6,11,8,4,2,,6,,,,,,,,,,5,1,5,5,5,1,5,3,1,4,1,,,8,,FR,Continental Europe
2019-07-08 02:05:22,2019-07-08 02:08:00,0,89.203.138.245,7,158,0,2019-07-15 02:08:12,R_OdS1TOYl8iRuomd,,,SL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,
2019-07-09 06:43:24,2019-07-09 09:11:24,0,168.202.253.225,79,8879,0,2019-07-16 09:11:52,R_2R8qwZbKTWOARYp,,,EN,1,178,,78,2,1,21,,6,,6,11,3,6,1,,1,,9,,1,,1,7,,1,5,1,4,4,1,1,,1,1,,,,,,,EN,Continental Europe
2019-07-10 07:33:39,2019-07-10 07:36:41,0,193.2.40.88,36,181,0,2019-07-17 07:36:50,R_2WG9lUJ8fmmcgx9,,,IT,1,159,,14,1,3,13,23,11,,6,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,
2019-07-21 13:59:16,2019-07-21 14:13:06,0,90.104.151.2,100,829,1,2019-07-21 14:13:06,R_1luDHHV4PD5F6AE,48.000397,.20469666,FR,1,186,,36,1,3,49,15,10,,6,11,7,"2,4",2,"Apivar, Apistan, acide oxalique ",6,,5,Interdit en France depuis 2015,,,,,,1,6,1,4,4,,1,5,3,2,5,2,"SNA, UNAF, FNOSAD, GDSA72","ConfÃ©rences, publications, ancien agent sanitaire apicole ",6,Aucun mÃ©dicament nâexiste en France exceptÃ© les acaricides pour traiter le Varroa,FR,Continental Europe
2019-07-22 08:54:45,2019-07-22 08:59:01,0,148.253.4.147,100,255,1,2019-07-22 08:59:02,R_3Ms92VXqYJqNRew,51.509003,-.1882019,EN,1,171,,62,1,4,9,4,11,British national,6,11,6,"1,2,4",2,,6,,,,1,,,,,2,3,1,4,4,5,1,5,3,1,4,1,BBKA,"beginners course, swarm collection, healthy bee day, microscopy",10,,EN,UK
2019-07-16 05:27:50,2019-07-16 05:28:51,0,168.202.253.225,12,60,0,2019-07-23 05:29:13,R_1kYysI54a0GtQXD,,,EN,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-07-29 09:07:52,2019-07-29 09:11:49,0,174.207.2.165,100,236,1,2019-07-29 09:11:49,R_3mkmwjrHvMDbY7f,30.210693,-97.942703,EN,1,98,46,48,2,3,6,6,"2,11",Long langstroth,6,11,1,4,2,,6,,,,,,,,,3,5,1,4,4,5,1,4,3,1,4,2,,,7,,EN,North America
2019-07-29 09:14:16,2019-07-29 09:17:53,0,50.77.73.4,100,216,1,2019-07-29 09:17:53,R_27OSyKNHeAXzrQU,38.270996,-77.5495,EN,1,98,49,45,1,2,5,9,4,,6,11,6,4,2,,6,,5,Have not used,2,,2,"2,9,3,4",,2,1,1,5,5,5,1,4,2,1,4,1,"Local Beekeeping Group, VA State Beekeeping group",,8,,EN,North America
2019-07-29 09:44:19,2019-07-29 09:50:41,0,131.239.18.4,100,381,1,2019-07-29 09:50:42,R_1q4jjDPwQxTvKp4,42.390701,-71.134903,EN,1,98,24,38,1,3,6,2,4,,6,11,3,4,2,,"1,2,3",,,,1,,2,"7,1,8,2,9,3,4",,3,1,1,4,4,1,1,4,2,1,4,1,BABA,BABA Basic beekeeping,7,,EN,North America
2019-07-29 09:46:47,2019-07-29 09:51:44,0,79.73.218.23,100,297,1,2019-07-29 09:51:45,R_3KO3kUufr0GIzLv,52.964798,-1.2131958,EN,1,171,,,,,,,11,National ,5,10,6,"1,2,4",2,,6,,5,It it illegal to use antibiotics on bees in the UK,3,It it illegal to use antibiotics on bees in the UK,2,"3,6",Professional body,1,2,1,4,4,1,1,5,3,1,5,2,,DASH,6,It it illegal to use antibiotics on bees in the UK without express premission by the authorities,EN,UK
2019-07-29 10:17:33,2019-07-29 10:30:10,0,174.34.14.165,100,757,1,2019-07-29 10:30:11,R_31awQ8vRp3l8E5T,38.933594,-92.362999,EN,1,98,28,30,1,3,5,2,4,,6,11,7,1,2,,,,10,,,,1,9,,2,1,2,5,5,5,2,5,3,1,4,1,"Boone Area Beekeepers Association - Columbia, MO          Missouri Beekeepers Association",Intro To Beekeeping ,7,,EN,North America
2019-07-29 11:03:12,2019-07-29 11:12:18,0,165.225.0.190,100,546,1,2019-07-29 11:12:18,R_ac1YbDf6NvMB7gJ,44.898499,-92.922997,EN,1,98,25,39,2,3,9,2,4,,6,11,3,2,2,,6,,,,1,,2,"2,9,5,6",,2,2,1,4,4,5,1,4,2,1,4,1,Michigan state university,,10,,EN,North America
2019-07-29 11:04:18,2019-07-29 11:12:53,0,206.251.223.211,100,514,1,2019-07-29 11:12:53,R_1NrbHJ5uDVMlIHo,35.482498,-86.462898,EN,1,98,45,30,1,4,7,6,"4,11",AZ hive,6,11,8,"1,2,4",2,,"1,3",,"3,10,6",,2,,2,"2,9,3,4,5",,3,1,1,4,4,5,1,5,3,1,4,1,"Duck River Beekeeping Assoc., ",,10,,EN,North America
2019-07-29 10:07:42,2019-07-29 11:24:53,0,76.204.61.244,100,4630,1,2019-07-29 11:24:53,R_2zu6nTTVNj46xTm,35.710907,-78.659401,EN,1,98,36,61,1,4,7,3,"2,4",,6,10,6,"2,4,6",2,,6,,,,,,"1,2","1,2,9,3",,3,3,1,4,4,5,1,5,2,1,4,1,"Wake County Beekeeping, NC State Beekeeping Association",Beginner Workshop,9,,EN,North America
2019-07-29 12:29:29,2019-07-29 12:34:59,0,107.77.198.195,100,329,1,2019-07-29 12:34:59,R_vczzqW669xi8EEh,32.825195,-96.838799,EN,1,98,39,44,2,2,6,2,4,,6,11,8,4,2,Apivar,6,,,,3,,,,,,5,1,5,4,5,1,4,3,1,4,1,Northeast Oklahoma Beekeepers Association,Beginning Beekeeping,9,,EN,North America
2019-07-29 12:48:34,2019-07-29 12:51:31,0,107.201.38.121,100,177,1,2019-07-29 12:51:32,R_xyKez6YBlmDqM01,41.170105,-81.442398,EN,1,98,38,50,1,3,17,12,4,,6,11,6,2,2,,6,,,,2,,2,"9,4,5",,3,1,1,4,4,2,1,5,3,2,4,1,,,7,,EN,North America
2019-07-29 13:10:44,2019-07-29 13:15:24,0,40.135.71.178,100,280,1,2019-07-29 13:15:25,R_a2Xlt23LETV8flv,34.806793,-90.009598,EN,1,98,27,45,1,1,8,10,4,,6,11,8,"1,4",2,,6,,,,2,,,"2,9,3,4,5",,2,2,1,4,4,5,1,4,3,1,4,1,Memphis Area Beekeepers,,7,,EN,North America
2019-07-29 13:48:43,2019-07-29 13:54:43,0,24.213.248.98,100,359,1,2019-07-29 13:54:44,R_C8LGeW0ePiuRhXr,42.077103,-76.011803,EN,1,98,41,45,1,4,6,3,4,,6,11,8,4,2,,6,,,,1,,2,6,I'm a veterinarian,3,3,1,4,4,4,1,4,3,1,4,1,"Pennsylvania Beekeepers Association, Susquehanna Beekeepers Association","USDA-APHIS Honey Bee Health Accreditation Module, VIN - CE bee health course",10,USDA level 2 accredited veterinarian,EN,North America
2019-07-29 14:42:14,2019-07-29 14:46:04,0,172.220.180.243,100,230,1,2019-07-29 14:46:05,R_23fo9YGUBIVnEkX,36.135895,-81.157303,EN,1,98,36,26,1,2,34,3,4,,6,11,3,1,2,"Api Var Life, Fumigillan","1,7",,9,,2,,1,3,,3,3,2,4,4,2,1,5,2,1,4,1,Beekeepers of Wilkes,Dick Whittington,9,,EN,North America
2019-07-29 14:51:58,2019-07-29 15:01:20,0,207.255.221.37,100,561,1,2019-07-29 15:01:20,R_2vk3N3s3SNyl9Ni,39.599503,-78.8461,EN,1,98,51,28,2,3,15,25,4,,6,11,8,"2,4",2,Use only Honey B Healthy,"1,2,3",,5,Have not needed to use,3,Unknown...not used,2,"9,3,4",,3,2,1,4,4,5,1,4,2,1,4,1,EAS,EAS Conferences ,8,This is as much a problem withbees as with people.....antibiotics for everything is not the answer....in fact itâs causing more damage.......beekeepers need to be educated on this,EN,North America
2019-07-29 15:31:41,2019-07-29 15:36:45,0,97.90.119.142,100,303,1,2019-07-29 15:36:46,R_OlDLpZPAe5YW8H7,42.390198,-122.9177,EN,1,98,8,37,3,4,17,10,4,,5,11,8,"2,4",2,Miticides,6,,,,1,,2,5,,3,3,1,4,4,1,1,4,3,1,4,1,,,8,,EN,North America
2019-07-29 16:13:33,2019-07-29 16:23:01,0,50.107.140.158,100,568,1,2019-07-29 16:23:02,R_bDgtNmHb1HKUMpj,41.347198,-75.985397,EN,1,98,41,43,1,2,4,2,6,,6,11,6,4,2,,6,,,,,,,2,,2,5,1,4,4,5,1,5,2,1,4,1,,Seminar at Mann Lake,7,,EN,North America
2019-07-23 06:46:48,2019-07-23 06:47:38,0,148.253.4.147,79,49,0,2019-07-30 06:47:43,R_3MLHQiEY5cMZeyF,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-07-30 13:54:05,2019-07-30 14:04:52,0,107.179.230.210,100,646,1,2019-07-30 14:04:52,R_1ePK3R90XUqwiAB,42.050201,-82.759804,EN,1,7,126,32,1,4,5,2,4,,6,11,8,"1,2,4",2,No antibiotics (so far) - Use varroacides twice a year (see survey on Varroa),4,"Integrated Pest Management - encourage strong hives, my bee yards are somewhat closed - no need so far to use antibiotics prophylactically for AFB...","1,5",I am a veterinarian,3,I am a veterinarian,1,"1,6",Veterinary Purchasing Company in Ontario,2,6,1,4,4,5,1,4,3,1,4,1,Please see my responses to your survey on Varroa,Please see my responses to your survey on Varroa,10,I am a semi-retired veterinarian contemplating a veterinary practice limited to honey bees in my retirement.,EN,North America
2019-07-31 08:27:27,2019-07-31 08:32:07,0,174.104.56.255,100,280,1,2019-07-31 08:32:08,R_1Ks6gHYcaJpQziM,42.075302,-80.067101,EN,1,98,41,40,1,2,9,8,4,,6,11,6,"2,4",2,,,,,,,,,"2,9,4",,,2,1,4,5,,1,,,1,5,2,NWPA Beekeepers,,,,EN,North America
2019-07-24 08:32:22,2019-07-24 09:52:49,0,148.253.4.147,79,4827,0,2019-07-31 09:53:34,R_2A0EKyF1Rs8mIMl,,,EN,1,171,,64,2,4,6,1,11,National,6,11,6,"2,4",2,,6,,,,1,,2,"9,3,4",,3,2,1,4,4,5,1,4,2,1,,,,,,,EN,UK
2019-08-01 04:41:24,2019-08-01 04:46:11,0,64.79.61.112,100,287,1,2019-08-01 04:46:12,R_2y9hxAc1qaAOeuK,39.1436,-77.7342,EN,1,98,49,46,1,4,6,32,4,,6,11,8,,2,,6,,,,,,,,,,5,2,5,4,5,1,4,3,1,4,1,Loudoun Beekeepers Association (LBA),LBA Training course,8,,EN,North America
2019-07-25 09:28:38,2019-07-25 09:34:27,0,148.253.4.147,79,349,0,2019-08-01 09:35:18,R_28HcXL79OqABeBk,,,EN,1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,UK
2019-08-01 12:25:25,2019-08-01 12:38:36,0,69.167.26.229,100,791,1,2019-08-01 12:38:37,R_OqTHMAytdrPfI2t,37.764206,-122.3993,EN,1,98,8,32,1,2,5,1,4,,6,11,8,"1,2,4",2,Mite Away Quick Strips,6,,,,,,,"2,9,3",,5,2,2,5,4,5,1,5,3,1,4,1,"Beekeeper's Guild of San Mateo County, California",,8,,EN,North America
2019-08-02 23:31:18,2019-08-02 23:36:53,0,174.27.135.54,100,334,1,2019-08-02 23:36:54,R_1pXnfRtXiToPaSE,43.634201,-116.341,EN,1,98,15,52,2,4,6,3,4,,6,11,8,4,2,,,,"6,5",Retail store,2,,2,"9,3,4",,2,2,1,4,4,5,1,4,3,1,4,1,,,8,,EN,North America
2019-08-03 21:50:44,2019-08-03 21:55:28,0,125.237.27.150,100,283,1,2019-08-03 21:55:29,R_12uobfjsVUeNXy7,-36.850601,174.76791,EN,1,212,150,42,2,4,5,1,11,long bar .,6,11,8,2,2,oxalic acid .Apilife var,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",6,,5,""never used any "",1,,2,""1",2,9,"3"",,3,1,1,4,4,5,1,4,3,1,4,1,,,7,,,,EN,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29 09:11:42,2019-07-29 09:14:07,0,107.77.234.227,79,145,0,2019-08-05 09:14:08,R_3qDQ4atHxaa6HAV,,,EN,1,98,38,60,2,4,7,2,4,,6,11,6,4,2,,6,,"10,8",,2,,2,"9,5",,4,1,2,4,4,5,1,5,3,1,,,,,,,EN,North America
2019-07-29 09:39:07,2019-07-29 09:39:36,0,217.103.113.9,7,28,0,2019-08-05 09:40:27,R_2tmMJW6ubQRGVGc,,,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,
2019-07-29 10:29:51,2019-07-29 10:35:28,0,63.142.137.98,79,336,0,2019-08-05 10:35:28,R_tKHxgI41VN1LRT3,,,EN,1,98,36,42,2,3,10,5,4,,6,11,6,4,2,None,6,,5,local bee supply ,2,,,6,don't use it,2,1,1,4,4,5,1,4,4,1,,,,,,,EN,North America
2019-07-29 14:55:28,2019-07-29 14:57:12,0,162.206.149.118,36,103,0,2019-08-05 14:57:46,R_3pgPgWo1JzcjrOH,,,EN,1,98,27,26,1,3,12,2,4,,6,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-07-31 01:05:21,2019-07-31 06:48:19,0,168.202.253.225,7,20577,0,2019-08-07 06:48:45,R_rkdqbqEHzpAgkG5,,,ES-ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,
2019-08-07 12:07:25,2019-08-07 12:13:06,0,91.181.163.13,100,340,1,2019-08-07 12:13:07,R_tWeUDfgi2JQhe2l,50.545593,5.5233002,FR,1,185,,37,2,2,18,50,10,,5,11,6,6,2,aucun antibiotique en Belgique pour les abeilles n 'est acceptÃ©,4,interdit en Belgique,5,zÃ©ro antibio,3,zero antibio en Belgique,,,,1,6,1,4,4,,1,,3,,4,1,urrw     et FAB ,2 ans de cours et 12 ans comme enseignante apicole,10,,FR,Continental Europe
2019-08-07 12:10:50,2019-08-07 12:17:54,0,81.242.9.100,100,424,1,2019-08-07 12:17:55,R_1IL3Lp8DxXobGp5,50.622498,5.6651001,FR,1,185,,42,2,3,6,2,10,,6,11,8,4,2,,6,,5,je n'utilise pas d'antibiotique,1,,2,"1,2,9,3,4",,2,3,1,4,4,1,2,4,3,1,4,1,urrw - rucher Ã©cole berloz,2 ans de formation au rucher Ã©cole de berloz,7,,FR,Continental Europe
2019-08-09 06:09:07,2019-08-09 06:16:05,0,188.189.58.170,100,417,1,2019-08-09 06:16:06,R_cGcbdleCHvF9iAV,50.850006,4.2666931,FR,1,185,,60,2,4,14,6,4,,6,11,6,4,2,Acide oxalique,6,,,,1,,,,,2,1,1,4,4,,1,5,3,1,4,1,,,8,,FR,Continental Europe
2019-08-12 09:01:51,2019-08-12 09:13:11,0,149.28.234.37,100,680,1,2019-08-12 09:13:12,R_BEUjczoMSHF673b,40.735901,-73.990402,EN,1,98,33,33,1,3,51,10,"2,4",,6,11,8,"2,4",2,,6,,,,,,,"9,3,4",,3,2,1,4,4,,1,5,3,1,,1,,,6,,EN,North America
2019-08-13 02:24:40,2019-08-13 02:30:08,0,81.174.224.178,100,326,1,2019-08-13 02:30:08,R_vMRBIRisxImOWJ3,53.109299,-1.9895935,EN,1,171,,52,2,4,19,25,11,National Hive,6,11,6,"1,2,4",2,Oxalic acid for varroa,6,,,,1,,,,,,1,1,4,4,1,1,4,3,1,4,1,National Diploma in Beekeeping,National Diploma in Beekeeping,8,Antibiotics are not available for use in the UK for treating bees and only in special cases would the bee inspectorate service use antibiotics.,EN,UK
2019-08-14 09:29:48,2019-08-14 09:36:26,0,87.75.115.88,100,397,1,2019-08-14 09:36:27,R_1LU5YCkifAwP0km,55.867004,-4.2621002,EN,1,171,,36,1,2,54,4000,"4,11",UK traditional style Smith hives,5,10,8,"2,4",2,Oxytetracycline (Terramycin) has been used in the past...last use 9 years ago....to control a European Foul Brood outbreak.,"3,6,4",Checked both EFB and none.....as we formerly used to treat.,1,,1,,2,"1,3,4,5",,3,6,1,4,4,2,1,4,2,1,4,1,Bee Farmers Association (UK),Annual bee disease training course in Scotland,8,,EN,UK
