start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,ex_nosema,ex_af,ex_ef,know_nosema,know_ef,know_af,rec_nos,rec_af,rec_ef,use_nos,use_ef,use_af,use_dys,use_forg,use_dab,use_var,use_feed,use_repq,use_abtc,feas_dys,feas_forg,feas_deb,feas_var,feas_feed,reas_repq,feas_atbc,feas_breed,use_insp,use_odor,use_ropi_afb,use_afb_efb,use_comkit,use_distools,use_procwax,use_prevlab,use_dislab,use_shook,use_shook_all,use_atbc_afb,use_afb_dest,use_dest_all,use_afb_quick,use_afb_q,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-06-05 06:22:22,2019-06-05 11:00:23,0,205.151.44.234,100,16680,1,2019-06-05 11:00:23,R_2t0g1ryhEUxCLg9,46.809692,-71.310204,FR,4,7,127,43,2,4,9,120,4,,4,10,6,1,9,8,3,3,3,2,2,3,5,5,5,5,6,4,4,5,6,4,5,6,7,7,5,5,3,5,7,6,7,6,6,7,6,5,7,6,4,3,6,3,7,6,4,4,,,3,,FR,North America
2019-06-05 12:34:15,2019-06-05 12:41:25,0,68.49.105.238,100,430,1,2019-06-05 12:41:27,R_1po0S0L05x0uJOT,42.280701,-83.780098,EN,4,98,25,29,2,4,8,4,4,,5,11,4,1,9,8,4,4,4,2,2,2,4,5,5,7,6,6,7,7,3,3,7,7,7,7,7,7,3,3,7,7,7,7,7,7,6,7,7,6,6,4,7,4,7,7,4,4,"A2Bee Club, MBA, SEMBA, HBVC","Bee School, on line youtube videos, seminars, webinars",5,I am a veterinarian and want to help beekeepers,EN,North America
2019-06-04 02:28:13,2019-06-04 04:38:40,0,90.157.232.54,15,7826,0,2019-06-11 04:38:50,R_3NKCwcb7nArmsEt,,,EN,4,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-06-04 05:05:22,2019-06-04 05:39:36,0,37.58.186.129,9,2054,0,2019-06-11 05:39:41,R_1mCAH6QE5gteui5,,,FR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,
2019-06-11 19:17:55,2019-06-11 19:18:42,0,103.14.91.80,15,47,0,2019-06-18 19:18:48,R_3fvFHRLRzL8ld10,,,EN,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-06-25 01:06:55,2019-06-25 04:49:08,0,87.54.0.82,76,13333,0,2019-07-02 04:49:25,R_31apYYXNJeYM12s,,,EN,4,162,,45,1,3,9,4,4,,5,11,6,1,9,8,3,3,3,1,1,1,3,4,4,6,6,4,4,4,6,3,6,5,4,6,6,6,3,4,6,6,5,6,6,5,6,5,6,3,3,3,5,5,6,6,,,,,,,EN,Continental Europe
2019-07-08 23:20:42,2019-07-08 23:29:15,0,93.255.112.90,100,512,1,2019-07-08 23:29:16,R_3FORw6Rv82E5Nl7,48.899994,11.933304,EN,4,187,,30,1,2,44,24,4,,4,11,8,1,9,8,4,4,4,3,2,2,4,5,5,7,3,3,3,3,6,3,7,4,7,7,7,6,3,7,6,7,7,7,6,7,7,7,7,6,6,3,4,3,7,7,4,4,uli@apicon.info,regular reading of specific bee health issues,4,,EN,Continental Europe
2019-07-11 06:36:57,2019-07-11 09:15:26,0,168.202.253.225,44,9509,0,2019-07-18 09:15:28,R_yVDAbQ4FPXzZTTb,,,EN,4,19,,2,1,1,21,1000,2,,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-07-21 14:13:17,2019-07-21 14:29:45,0,90.104.151.2,100,987,1,2019-07-21 14:29:46,R_1jj2L97nCNIIFiA,48.000397,.20469666,FR,4,186,,36,1,3,49,15,10,,5,11,7,1,9,8,5,5,5,1,3,3,3,5,5,5,6,3,7,7,5,3,7,7,7,7,7,6,3,3,7,5,6,7,7,7,6,3,7,7,6,3,7,3,7,7,5,5,"SNA, UNAF, FNOSAD, GDSA72","ConfÃ©rences, publications, ancien agent sanitaire apicole ",1,,FR,Continental Europe
2019-07-23 04:57:22,2019-07-23 05:00:45,0,148.253.4.147,100,202,1,2019-07-23 05:00:45,R_1HdVpIQulvo4Sv8,51.509003,-.1882019,EN,4,171,,62,1,4,9,4,11,British national,5,11,6,1,9,8,3,3,3,2,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,BBKA,"beginners course, swarm collection, healthy bee day",5,,EN,UK
2019-07-29 09:02:34,2019-07-29 09:08:06,0,172.79.29.40,100,332,1,2019-07-29 09:08:07,R_1mCcZSM25TTQlKn,36.052704,-85.013802,EN,4,98,45,40,1,4,5,2,4,,5,11,8,1,9,8,3,3,3,1,1,1,5,5,5,6,5,5,5,6,6,6,6,5,5,7,7,5,6,5,7,7,7,6,4,7,4,5,4,4,5,4,3,7,7,6,4,4,Tennessee Beekeepers Assoc,Basic certification through university,4,,EN,North America
2019-07-29 09:17:55,2019-07-29 09:22:12,0,50.77.73.4,100,256,1,2019-07-29 09:22:12,R_1dLWFUFqpgU45LJ,38.270996,-77.5495,EN,4,98,49,45,1,2,5,9,4,,5,11,6,1,9,8,2,2,2,1,1,1,5,5,5,5,7,6,4,6,3,7,7,7,7,7,7,6,7,4,5,7,7,7,7,7,6,4,6,5,5,7,7,5,5,5,4,4,"Local Beekeeping Group, VA State Beekeepers Association",,3,,EN,North America
2019-07-29 09:21:57,2019-07-29 09:30:48,0,142.26.99.135,100,530,1,2019-07-29 09:30:48,R_2rZXI2SmDn7pN7A,50.673599,-120.4212,EN,4,7,122,50,1,2,14,50,4,,4,11,6,1,9,8,3,2,4,2,1,1,5,5,5,3,7,4,4,4,3,7,6,7,6,7,7,6,6,5,7,7,7,7,7,7,7,7,7,7,4,5,7,4,7,7,4,4,"Kamloops Beekeepers, Western Apiculture Society, BC Honey Producers Association",Montana's Beekeeping Course,2,,EN,North America
2019-07-29 09:51:49,2019-07-29 09:56:33,0,79.73.218.23,100,284,1,2019-07-29 09:56:34,R_3GiyLBMj2grYl12,52.964798,-1.2131958,EN,4,171,,,,,39,,11,National,4,10,8,1,9,8,4,4,4,3,3,3,5,5,5,5,3,3,3,7,5,,6,6,6,7,7,6,3,3,5,5,6,5,7,7,5,7,6,4,5,3,7,4,6,3,5,5,,,1,,EN,UK
2019-07-29 10:51:51,2019-07-29 10:59:18,0,174.34.14.165,100,447,1,2019-07-29 10:59:18,R_1lyN0F2nUOmxKfM,38.933594,-92.362999,EN,4,98,28,30,1,3,5,2,4,,5,11,7,8,9,8,1,1,1,1,1,1,4,4,4,,,,,,,,5,,,5,,5,,,,,,,,,,4,,,,,,,,,4,4,"Boone Area Beekeepers Association - Columbia, MO                Missouri State Beekeepers Assn",Intro To Beekeepinbg,3,,EN,North America
2019-07-29 11:13:03,2019-07-29 11:20:28,0,206.251.223.211,100,445,1,2019-07-29 11:20:29,R_279Z0nKvvgQn5b7,35.482498,-86.462898,EN,4,98,45,30,1,4,7,6,"4,11",AZ Hive,5,11,8,1,9,11,2,2,2,1,1,1,5,5,5,,,,3,,3,,5,5,6,3,7,5,6,7,,,,,,,,,,,,,,,,,4,4,,,5,,EN,North America
2019-07-29 11:12:23,2019-07-29 11:26:20,0,165.225.0.190,100,837,1,2019-07-29 11:26:21,R_qXiR624X5aKIwN3,44.898499,-92.922997,EN,4,98,25,39,2,3,9,2,4,,5,11,4,1,8,9,2,2,2,1,1,1,5,5,5,5,4,6,7,6,3,4,4,4,5,7,7,3,3,5,6,7,6,5,5,5,6,4,4,4,4,4,6,3,6,6,4,4,Michigan state university,,5,,EN,North America
2019-07-29 10:07:43,2019-07-29 12:06:56,0,76.204.61.244,100,7153,1,2019-07-29 12:06:56,R_216ZizwJtUUqqcw,35.710907,-78.659401,EN,4,98,36,61,1,4,7,3,"2,4",,5,10,6,1,11,,3,3,3,1,1,1,5,5,5,4,4,4,3,3,3,5,5,3,5,6,6,6,5,3,4,7,4,6,6,7,7,4,6,4,3,3,7,3,7,3,4,4,"Wake County Beekeeping, NC State Beekeeping",Beginner Course,4,,EN,North America
2019-07-29 12:35:06,2019-07-29 12:42:10,0,107.77.198.195,100,423,1,2019-07-29 12:42:10,R_3nTXuvf3MtiR1rb,32.825195,-96.838799,EN,4,98,39,44,2,2,6,2,4,,5,11,8,1,9,11,2,2,2,,,,5,5,5,7,6,6,3,3,,4,7,7,7,7,7,6,,4,6,7,5,6,6,7,7,4,7,4,5,6,5,7,7,7,4,4,Northeast Oklahoma Beekeepers Association,Beginning Beekeeping,4,,EN,North America
2019-07-29 12:51:37,2019-07-29 12:55:33,0,107.201.38.121,100,236,1,2019-07-29 12:55:34,R_3EtoNqVS0QEzvo7,41.170105,-81.442398,EN,4,98,38,50,1,3,17,13,4,,5,11,6,1,9,11,3,3,3,2,1,1,4,4,4,6,3,3,4,4,3,5,5,5,7,6,6,5,6,6,6,7,6,5,6,7,6,6,6,5,5,4,6,7,7,5,4,4,,,2,,EN,North America
2019-07-29 13:15:31,2019-07-29 13:20:27,0,40.135.71.178,100,295,1,2019-07-29 13:20:27,R_8HRAVCH6NR7Vh7z,34.806793,-90.009598,EN,4,98,27,45,1,1,8,10,4,,5,11,8,1,9,8,3,3,3,1,1,1,4,4,4,6,,,,5,5,,6,,,,6,6,,6,6,6,,,,,,,6,,,,,,,,4,4,Memphis Area Beekeepers,,2,,EN,North America
2019-07-29 13:54:50,2019-07-29 14:17:12,0,24.213.248.98,100,1342,1,2019-07-29 14:17:13,R_3pfEoWpGjZNIb2u,42.077103,-76.011803,EN,4,98,41,45,1,4,6,3,4,,5,11,8,1,9,8,4,4,4,1,1,1,4,4,4,5,4,4,5,6,6,4,6,3,3,6,6,5,3,3,6,6,6,3,5,6,3,3,6,3,3,3,6,4,6,3,4,4,"Pennsylvania Beekeepers Association, Susquehanna Beekeepers Association","USDA-APHIS veterinary accreditation Bee Health module, VIN-CE Bee course.",5,USDA level 2 accredited veterinarian and beekeeper.,EN,North America
2019-07-29 14:46:09,2019-07-29 14:51:18,0,172.220.180.243,100,308,1,2019-07-29 14:51:18,R_5C7uwwIhKtBD9w5,36.135895,-81.157303,EN,4,98,36,26,1,2,34,3,4,,5,11,4,1,9,8,4,2,5,3,3,1,4,4,5,3,3,3,3,3,3,7,3,4,4,7,7,4,7,6,5,7,6,5,5,7,7,7,7,7,5,4,4,7,7,7,4,4,Beekeepers of Wilkes,,4,,EN,North America
2019-07-29 15:01:31,2019-07-29 15:12:22,0,207.255.221.37,100,651,1,2019-07-29 15:12:23,R_26eGAcwWi5PZtNb,39.599503,-78.8461,EN,4,98,51,28,2,3,15,25,4,,5,11,8,1,9,,2,2,2,2,1,1,5,5,5,7,6,7,4,5,4,5,,6,7,7,7,6,7,4,6,7,7,5,6,7,5,3,7,5,3,6,6,3,7,7,4,4,EAS,EAS Conferences ,3,,EN,North America
2019-07-29 15:36:54,2019-07-29 15:42:44,0,97.90.119.142,100,349,1,2019-07-29 15:42:45,R_0OCqq0Ag9YFIBk5,42.390198,-122.9177,EN,4,98,8,37,3,4,17,10,4,,4,11,8,1,9,8,3,4,4,2,2,2,2,5,5,7,5,3,6,5,6,3,7,6,6,7,7,7,3,3,7,7,7,7,5,7,7,4,6,7,3,4,6,3,7,7,4,4,,,3,,EN,North America
2019-07-29 16:23:10,2019-07-29 16:31:27,0,50.107.140.158,100,497,1,2019-07-29 16:31:28,R_1CwJyNfirVBDMS1,41.347198,-75.985397,EN,4,98,41,43,1,2,4,2,6,,5,11,6,1,11,8,2,2,2,2,1,1,5,4,5,6,3,6,3,3,3,6,7,3,6,6,7,4,6,7,5,7,5,5,5,6,7,7,7,7,,6,7,3,6,7,4,4,,Seminar at Mann Lake,2,,EN,North America
2019-07-29 19:45:07,2019-07-29 19:52:25,0,101.164.87.220,100,437,1,2019-07-29 19:52:26,R_2DP7HKiyi9vetyu,-33.766693,151.20831,EN,4,211,144,35,1,2,5,4,4,,5,11,4,,9,,1,1,2,1,2,1,5,5,5,,,,,,,,7,6,7,6,7,7,6,3,7,5,7,7,7,6,6,7,7,6,,6,6,6,6,7,4,4,,,5,,EN,
2019-07-29 23:32:03,2019-07-29 23:39:27,0,72.241.137.176,100,443,1,2019-07-29 23:39:28,R_2U0leF5ZzUhm9S0,41.768204,-83.579697,EN,4,98,25,66,1,2,6,2,4,,5,11,8,1,9,8,3,3,,2,1,1,5,5,5,5,5,4,5,6,5,5,5,5,6,6,7,5,4,5,5,7,6,7,6,6,6,4,5,4,5,5,5,7,7,7,4,4,"SEMBA, NWNJBA. Blackswamp beekeeping association",,5,,EN,North America
2019-07-30 06:47:44,2019-07-30 06:56:07,0,216.186.216.252,100,503,1,2019-07-30 06:56:08,R_xh24y1A8vrxymQh,34.617401,-86.553802,EN,4,98,4,48,1,3,44,30,4,,5,10,6,1,9,8,3,3,3,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,,,1,"My answers seem like I donât care.  Thatâs not the case. I based my answers on âmy experienceâ. Luckily, I have never had a case of any of these diseases. Therefore I have not had experience with them. I am aware of them and do consistently look for their signs. Again, just have bee fortunate enough to not have to deal with them. ",EN,North America
2019-07-30 14:05:00,2019-07-30 14:24:34,0,107.179.230.210,100,1173,1,2019-07-30 14:24:34,R_28MOBOQnedpmgtN,42.050201,-82.759804,EN,4,7,126,32,1,4,5,2,4,,5,11,8,,9,8,3,3,4,1,1,1,5,4,5,3,7,3,5,6,5,6,3,6,3,7,7,6,4,5,7,6,7,7,6,7,6,4,6,4,3,5,7,4,7,7,4,4,Please see my responses to your survey on Varroa,Please see my responses to your survey on Varroa,5,,EN,North America
2019-07-31 08:32:14,2019-07-31 08:36:15,0,174.104.56.255,100,241,1,2019-07-31 08:36:16,R_SYQOjcWGTiV4p4l,42.075302,-80.067101,EN,4,98,41,40,1,2,9,8,4,,5,11,6,9,9,9,2,2,2,1,1,1,3,3,3,,,,,,,,6,,,,6,,,,,,,,,,,,6,,,,,6,,,5,5,NWPA Beekeepers ,,,,EN,North America
2019-07-24 08:44:28,2019-07-24 09:52:47,0,148.253.4.147,76,4099,0,2019-07-31 09:53:26,R_27Uy2JgN1XEcRsL,,,EN,4,171,,64,2,4,6,1,11,National,5,11,6,1,8,9,2,2,2,1,1,1,5,5,5,6,4,6,3,3,3,5,5,5,5,6,6,5,5,3,5,4,5,5,5,7,4,5,5,5,3,5,5,7,5,4,,,,,,,EN,UK
2019-07-31 17:25:46,2019-07-31 17:27:55,0,189.230.138.40,100,129,1,2019-07-31 17:27:55,R_9NcmLUqONBEr4kN,19.287506,-98.915001,ES-ES,4,11,,4,1,1,18,,"4,6,10",,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,
2019-08-01 04:46:19,2019-08-01 04:55:53,0,64.79.61.112,100,573,1,2019-08-01 04:55:54,R_6PTKhwoqYyPEfuN,39.1436,-77.7342,EN,4,98,49,46,1,4,6,32,4,,5,11,8,1,9,8,3,2,3,1,1,1,5,5,5,,6,6,,7,,,4,5,6,6,6,6,6,5,6,5,6,,5,6,3,6,6,3,3,5,6,3,6,,4,4,Loudoun Beekeepers Association (LBA),LBA Training coarse,4,,EN,North America
2019-07-25 09:29:38,2019-07-25 09:33:45,0,148.253.4.147,76,247,0,2019-08-01 09:34:13,R_2s1qjkYsEsVT3OT,,,EN,4,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,UK
2019-08-02 23:37:02,2019-08-02 23:45:38,0,174.27.135.54,100,516,1,2019-08-02 23:45:38,R_1H7YeDBPXAhj7C5,43.634201,-116.341,EN,4,98,15,52,2,4,6,3,4,,5,11,8,,9,8,2,2,2,1,1,1,4,4,4,5,5,5,5,5,4,5,6,6,6,7,7,5,6,6,7,7,7,7,7,7,7,7,7,7,5,6,6,5,7,7,4,5,,,2,,EN,North America
2019-08-03 03:30:24,2019-08-03 03:35:20,0,96.231.246.249,100,295,1,2019-08-03 03:35:20,R_1PZZXahqM7PEJ7f,38.718994,-77.106697,EN,4,98,49,54,1,4,5,2,4,,5,11,6,1,9,11,5,4,4,1,1,1,5,5,5,4,7,5,6,7,3,7,4,6,6,7,7,5,7,7,7,6,7,7,7,7,5,7,7,4,5,3,6,7,5,7,4,4,NVBA,,5,,EN,North America
2019-08-03 21:42:53,2019-08-03 21:50:37,0,125.237.27.150,100,463,1,2019-08-03 21:50:38,R_3QYu8V5ZYYviyxr,-36.850601,174.76791,EN,4,212,150,42,2,4,5,1,11,Longbar .,5,11,8,1,9,8,2,1,2,1,1,1,5,5,5,6,3,4,3,3,3,3,6,3,3,7,7,5,3,4,6,7,6,5,5,7,3,6,7,3,7,3,3,7,7,7,4,4,,,3,,EN,
2019-07-29 09:16:41,2019-07-29 09:18:20,0,107.77.234.227,53,99,0,2019-08-05 09:18:24,R_1DXSvzaQKDQtm6s,,,EN,4,98,38,60,2,4,7,2,4,,5,11,6,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-07-29 10:37:40,2019-07-29 10:40:55,0,63.142.137.98,53,194,0,2019-08-05 10:41:04,R_3PXqO2fAvjdIiop,,,EN,4,98,36,42,2,3,10,5,4,,5,11,6,1,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-07-29 11:50:33,2019-07-29 11:55:11,0,98.23.3.129,53,278,0,2019-08-05 11:55:40,R_248m0XS1pEjB9eR,,,EN,4,98,18,71,2,2,4,1,4,,5,11,8,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-08-05 19:33:56,2019-08-05 19:46:24,0,107.9.177.225,100,747,1,2019-08-05 19:46:25,R_3dDPg1pLBYMRWk4,40.978806,-81.921097,EN,4,98,38,33,1,2,39,70,4,,5,11,8,1,,8,5,5,5,3,3,3,5,5,5,6,7,,7,7,5,,7,7,5,7,7,7,5,5,7,7,7,3,3,7,3,7,7,3,3,3,6,3,7,7,5,5,,,2,,EN,North America
2019-07-30 12:30:33,2019-07-30 12:35:45,0,207.255.221.37,71,312,0,2019-08-06 12:35:49,R_23VGY4cgMQUicCt,,,EN,4,98,51,30,1,2,15,25,4,,5,11,8,1,9,8,3,2,3,2,1,1,4,5,5,6,5,3,7,5,3,4,6,3,3,7,7,4,3,5,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-08-07 08:58:58,2019-08-07 09:08:47,0,207.255.132.108,100,588,1,2019-08-07 09:08:47,R_2e5pcuOu83LRavR,39.599503,-78.8461,EN,4,98,41,42,1,3,24,10,4,,5,11,8,1,9,8,3,3,3,3,1,1,5,5,5,6,4,4,3,,3,6,6,4,4,5,6,5,6,5,6,5,6,6,6,5,6,5,6,6,6,5,6,3,6,5,4,4,"Allegany Mountain Beekeepers ASsociation, Maryland State Beekeepers Association, Pennsylvania State Beekeepers Association, ","Western PA Winter Conference (5 years), Attend Maryland Fall Conference. Attend local sponsored workshop for our region in western Maryland (5 years)",4,I have been teaching beginner beekeeping courses for Allegany College of Maryland for 7 years,EN,North America
2019-08-07 12:13:10,2019-08-07 12:21:08,0,91.181.163.13,100,477,1,2019-08-07 12:21:08,R_Oy9EhBDQRXq0OcN,50.545593,5.5233002,FR,4,185,,37,2,2,18,50,10,,4,11,6,1,9,8,5,5,5,3,3,3,5,5,5,,,,,,7,,7,7,7,7,7,7,,7,7,7,7,7,5,7,7,7,7,7,7,,5,5,7,7,4,4,Union royale des ruchers wallons et fÃ©dÃ©ration apicole Belge,cours en deux ans et 12 ans d'enseignante apicole,5,,FR,Continental Europe
2019-08-07 12:18:08,2019-08-07 12:27:33,0,81.242.9.100,100,565,1,2019-08-07 12:27:34,R_1FmqsyLpTaQuqwC,50.622498,5.6651001,FR,4,185,,42,2,3,6,2,10,,5,11,8,1,8,11,3,3,3,1,1,1,4,4,4,6,5,6,3,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,urrw - rucher Ã©cole berloz,2 ans de formation au rucher Ã©cole de berloz,2,,FR,Continental Europe
2019-08-01 12:39:07,2019-08-01 13:07:06,0,69.167.26.229,71,1678,0,2019-08-08 13:07:23,R_dfXBnzHDnpw2X9T,,,EN,4,98,8,32,1,2,5,1,4,,5,11,8,1,9,8,3,3,3,2,1,1,5,5,5,7,5,4,3,6,3,7,7,5,5,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-08-02 11:45:58,2019-08-02 13:15:51,0,189.242.4.141,76,5393,0,2019-08-09 13:16:02,R_1g1kt1f52qw96ol,,,ES-ES,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,
2019-08-02 19:54:46,2019-08-02 19:56:19,0,99.174.195.112,44,93,0,2019-08-09 19:56:41,R_1rkA9x2wnwLikJ6,,,EN,4,98,46,35,1,3,16,15,4,,5,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,North America
2019-08-12 09:13:20,2019-08-12 09:20:44,0,149.28.234.37,100,444,1,2019-08-12 09:20:44,R_21hdMnMenzLq2G3,40.735901,-73.990402,EN,4,98,33,33,1,3,51,,"2,4",,5,11,8,1,9,8,3,3,3,2,2,1,4,4,5,4,3,4,3,3,3,3,4,3,3,3,5,6,3,5,3,6,6,3,3,6,3,3,3,3,3,3,6,3,6,3,4,4,,,1,,EN,North America
2019-08-13 02:30:15,2019-08-13 02:36:53,0,81.174.224.178,100,397,1,2019-08-13 02:36:54,R_UVIaKaip1wgFl2p,53.109299,-1.9895935,EN,4,171,,52,2,4,19,25,11,National Hive,5,11,6,1,9,8,4,4,4,3,2,2,5,5,5,7,7,4,6,5,6,3,7,7,7,7,7,6,3,5,7,6,7,6,6,7,7,4,7,7,5,3,5,5,7,7,4,4,"National Diploma in Beekeeping, British Beekeeper's Association, Welsh Beekeeper's Association",National Diploma in Beekeeping,3,In England and wales we have a bee inspectorate service that regulalry inspect our colonies for the presence of AFB and EFB. We are required by law to inform them if we suspect these diseases in our colonies.,EN,UK
2019-08-14 09:36:35,2019-08-14 09:42:30,0,87.75.115.88,100,354,1,2019-08-14 09:42:31,R_3phcDQ8djXwc0TL,55.867004,-4.2621002,EN,4,171,,36,1,2,54,4000,"4,11","Smith hives, a tradition UK style similar to Langstroth",4,10,8,1,9,8,3,5,4,3,3,3,4,5,5,4,4,5,3,5,5,4,6,5,6,7,7,6,7,7,7,7,7,7,6,7,5,7,7,5,4,4,5,4,7,6,4,4,Bee Farmers Association (UK),Annual bee disease awareness traing course in Scotland,3,,EN,UK
