start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,mites,v_know,v_rec,v_cont_use,v_cont2,v_cont3,v_cont4,v_cont5,v_cont6,v_cont7,v_cont8,v_treat,v_med,med_source,med_source_other,v_scrip,v_scrip_cond,med_proc1,med_proc2,med_proc3,med_proc4,med_proc5,med_proc6,med_proc7,oft_noinst,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-05-16 08:21:19,2019-05-20 08:42:05,0,168.202.253.227,15,346846,0,2019-05-27 08:42:23,R_22nacble08xNlBe,,,EN,4,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-05-22 00:31:35,2019-05-22 00:32:01,0,77.111.247.165,9,26,0,2019-05-29 00:32:40,R_2tEEtYXdMhGQzQi,,,RU,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RU,
2019-05-30 09:06:47,2019-05-30 09:12:44,0,90.157.232.54,100,357,1,2019-05-30 09:12:45,R_PGr2CiWKyTtLCs9,46.312805,15.285599,EN,4,182,,59,1,4,29,50,11,AÅ½,5,10,4,5,10,6,3,2,4,4,3,4,3,4,1,"formic , and oxalic acids",1,,2,,1,2,1,1,1,1,1,2,4,5,Apimondia,,3,Good survey!,EN,Continental Europe
2019-05-30 09:10:25,2019-05-30 09:17:56,0,84.41.47.190,100,450,1,2019-05-30 09:17:57,R_3P7GqlyPYR7Al0T,45.776901,14.216705,EN,4,182,,73,1,3,14,20,11,az hives,5,11,8,5,9,6,3,2,4,3,2,4,3,4,1,"oxalic acid, cumaphos, thymol",1,,1,,1,2,1,1,2,1,2,3,4,4,Slovenian beekeeping association,lectures in our local bee club,5,,EN,Continental Europe
2019-06-02 10:13:11,2019-06-02 10:22:52,0,5.186.216.55,100,581,1,2019-06-02 10:22:53,R_10P1mWpw2xT1XXM,55.442596,11.7901,EN,4,162,,27,1,4,44,4,11,Norwegian,5,11,8,5,10,6,4,4,4,4,,4,4,4,1,"Formic acid, Oxalic acid ",6,Beekeeper shop,3,"If I wanted to use veterinary medicines, but I do not",1,,1,,1,,1,2,4,4,The Danish Beekeepers Association,"a lot,",2,I did nbt understand the question about adding bees.,EN,Continental Europe
2019-06-03 22:08:23,2019-06-03 22:14:03,0,85.10.24.11,100,340,1,2019-06-03 22:14:03,R_3knNgVAiNdXOIV1,46.233307,14.166702,EN,4,182,,57,1,4,11,13,"4,11",AZ,5,11,8,5,10,6,4,2,4,4,2,3,4,4,1,"Formic Acid, Lactic Acid, Oxalic Acid",1,,2,,1,2,1,1,1,1,2,3,4,4,,courses organized by Beekeeping Association of Slovenia (CZS),3,,EN,Continental Europe
2019-06-04 02:22:05,2019-06-04 02:27:47,0,90.157.232.54,100,342,1,2019-06-04 02:27:48,R_3frc9dxDnI0lzHg,46.050293,14.504593,EN,4,182,,75,1,3,14,80,11,AÅ½,5,11,8,5,10,6,4,3,4,3,3,3,,2,1,Formic and Oxalic acid and amitraz,1,,1,,1,2,1,1,1,1,2,3,4,4,,,3,,EN,Continental Europe
2019-06-04 09:17:49,2019-06-04 09:24:08,0,168.202.253.224,100,379,1,2019-06-04 09:24:09,R_Oqmx40IAgiDDRn3,41.890396,12.512405,EN,4,177,,42,1,3,13,5,"6,10,11",1 Warre,5,11,4,5,8,1,3,3,3,3,3,3,3,4,1,,5,,2,,1,2,1,2,1,2,2,3,4,4,n/a,n/a,2,,EN,Continental Europe
2019-06-05 13:01:14,2019-06-05 13:19:47,0,89.143.22.186,100,1112,1,2019-06-05 13:19:47,R_3oGGTaZPdZKYDi6,46.383301,15.516693,EN,4,182,,29,1,2,44,15,"6,11",,4,11,6,5,10,6,,2,4,3,4,3,4,,1,"oksalna kislina, mravljiÄna kislina, mleÄna kislina","1,2",,2,,1,2,1,1,1,1,1,4,4,4,ne poznam,"Vse teÄaje za zatiranje varoje, in ostala predavanja v zvezi z boleznimi Äebel",5,tonepetek@gmail.com,EN,Continental Europe
2019-05-31 04:36:58,2019-05-31 04:38:19,0,217.149.167.65,15,80,0,2019-06-07 04:38:20,R_2rOt0bwWKJOmBkf,,,EN,4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-06-03 05:19:46,2019-06-03 05:36:14,0,188.196.227.203,9,988,0,2019-06-10 05:36:26,R_2fcwAqgtZgBI2BS,,,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-06-04 00:30:16,2019-06-04 00:31:46,0,153.5.246.184,15,89,0,2019-06-11 00:32:28,R_vVkZOp8sKNdjKp3,,,EN,4,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-06-04 04:30:20,2019-06-04 08:59:26,0,168.202.253.224,9,16145,0,2019-06-11 08:59:29,R_3LhAXu3mrVNHBK6,,,IT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,
2019-06-04 17:36:10,2019-06-04 17:46:07,0,103.14.91.80,76,596,0,2019-06-11 17:46:10,R_6FDWxxibQY7u7QJ,,,EN,4,192,,54,1,4,4,12,2,,5,10,3,5,9,5,,,,,,,,,1,Bayvarol,"5,1,3",,2,,1,1,1,1,1,1,1,2,,,,,,,EN,
2019-06-04 04:20:35,2019-06-05 02:36:41,0,89.107.243.3,76,80166,0,2019-06-12 02:37:08,R_3fdBTl6GvoqjFgc,,,ES-ES,4,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,Continental Europe
2019-06-05 03:30:13,2019-06-05 03:31:03,0,37.58.186.129,9,49,0,2019-06-12 03:31:10,R_1n0BovnPdttGG2N,,,FR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,
2019-06-11 18:56:49,2019-06-11 19:09:38,0,103.14.91.80,76,768,0,2019-06-18 19:09:44,R_POFTQwIcmeeKAM1,,,EN,4,192,,54,1,4,14,20,2,,5,11,3,5,9,5,,,,,,,,,1,Bayvarol,"5,4",,2,,1,1,1,1,1,1,1,2,,,,,,,EN,
2019-06-12 11:24:32,2019-06-12 11:36:13,0,168.196.203.81,76,700,0,2019-06-19 11:36:21,R_3dGmjiZKS4sAe0B,,,ES-ES,4,100,78,58,1,3,9,20,4,,4,11,8,5,10,5,4,3,3,3,3,2,3,3,1,"oxalic acid, timol and formic acid",6,Api supply-house,2,,1,2,2,1,1,1,1,3,,,,,,,ES-ES,
2019-06-13 05:13:25,2019-06-13 07:11:15,0,77.87.228.65,47,7070,0,2019-06-20 07:12:07,R_1QA90IFcUICT4Jg,,,EN,4,187,,57,2,4,9,11,11,Dadant modified,5,11,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-06-18 02:39:03,2019-06-18 02:42:25,0,169.255.184.162,44,202,0,2019-06-25 02:42:39,R_DPhxOjYz5a06pnr,,,EN,4,27,,68,1,4,9,10,2,,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-06-18 03:52:53,2019-06-18 08:12:47,0,168.202.253.225,59,15594,0,2019-06-25 08:12:50,R_2CKf5IE8AVSYjyd,,,EN,4,185,,56,1,3,18,5,10,,5,11,1,5,,,3,2,3,3,,4,3,,,,,,,,,,,,,,,,,,,,,,EN,Continental Europe
2019-06-25 12:37:43,2019-06-25 12:38:41,0,148.253.4.147,15,58,0,2019-07-02 12:39:11,R_22Lajvp7xQ62JIh,,,EN,4,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,UK
2019-06-27 09:29:22,2019-06-27 13:27:50,0,187.189.198.26,59,14307,0,2019-07-04 13:27:50,R_3DpRSkTghlaBmYl,,,ES-ES,4,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ES,North America
2019-07-08 22:59:52,2019-07-08 23:11:50,0,93.255.112.90,100,717,1,2019-07-08 23:11:51,R_11bFwOsi19gKlmW,48.899994,11.933304,EN,4,187,,30,1,2,44,24,4,,4,11,4,5,10,6,4,3,4,4,4,4,4,4,1,Thymol,2,,2,,1,,1,2,1,1,,3,4,4,"IFOAM sector group ""Apiculture Forum""",regular knowledge updates by publications,4,apiculture is an increasing political issue,EN,Continental Europe
2019-07-12 03:42:47,2019-07-12 03:57:42,0,176.157.204.57,100,894,1,2019-07-12 03:57:43,R_2R53bN5ZxqqYCVl,44.841202,-.58059692,FR,4,186,,50,2,4,24,20,10,,5,11,4,5,,6,3,3,4,4,2,4,4,3,1,APIVAR + acide oxalique,"2,8",,1,,1,,1,1,2,2,1,3,4,4,GDSA - ADA NA - FACM,rucher ecole MOOC,4,,FR,Continental Europe
2019-07-12 04:42:48,2019-07-12 04:46:07,0,88.16.36.209,100,198,1,2019-07-12 04:46:07,R_3fNtgMYWwbYgyCU,41.389099,2.1611023,EN,4,183,,58,1,4,12,14,4,,5,11,3,5,10,6,4,3,3,2,2,4,3,2,2,,,,,,,,,,,,,4,4,4,,,4,What is the official policy on treatment-free beekeeping? Does FAO have any current studies on Varroa tolerance? ,EN,Continental Europe
2019-07-14 06:50:28,2019-07-14 06:54:37,0,2.10.66.241,100,249,1,2019-07-14 06:54:37,R_BVMOpTqzFkId9jb,48,-4.1000061,FR,4,186,,64,2,4,9,5,10,,5,11,4,5,10,6,4,4,4,4,2,4,4,3,2,,,,3,non pour les produits en agriculture bio,2,1,2,1,1,1,1,2,4,4,,bprea,3,,FR,Continental Europe
2019-07-08 02:08:28,2019-07-08 02:09:27,0,89.203.138.245,9,59,0,2019-07-15 02:09:59,R_1hHkcHHnx2X6JEK,,,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-07-18 14:45:03,2019-07-18 14:56:13,0,212.95.5.57,100,670,1,2019-07-18 14:56:14,R_3GjJWX5L2B6BYAb,48.258301,16.337708,EN,4,184,,39,3,1,6,5,11,Dadant US,5,11,4,5,9,6,3,4,4,4,3,3,3,4,1,"formic acid, oxalic acid",5,,2,,1,2,2,2,1,2,1,2,5,4,www.imkerverein.eu,a lot,2,,EN,Continental Europe
2019-07-12 07:26:50,2019-07-12 08:34:32,0,168.202.253.225,9,4062,0,2019-07-19 08:34:34,R_1NgZf7pkBMKVnp9,,,DA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,
2019-07-21 13:40:37,2019-07-21 13:59:06,0,90.104.151.2,100,1109,1,2019-07-21 13:59:07,R_3OdA2xWJ1HaoPfh,48.000397,.20469666,FR,4,186,,36,1,3,49,15,10,,5,11,6,5,11,6,4,3,4,4,3,3,3,4,1,"Apivar, Apistan, acide oxalique ",6,Groupement sanitaire apicole ,3,En France la prescription nâest plus nÃ©cessaire depuis 2018,1,2,1,1,2,1,1,2,5,5,"SNA, UNAF, FNOSAD, GDSA72","Nombreuses confÃ©rences, Apimondia, Ancien agent sanitaire apicole ",1,,FR,Continental Europe
2019-07-22 08:41:20,2019-07-22 08:53:10,0,148.253.4.147,100,710,1,2019-07-22 08:53:11,R_OetYe9qvB0ZqRUZ,51.509003,-.1882019,EN,4,171,,62,1,4,9,4,11,British national,5,11,8,5,9,6,3,3,4,4,2,4,3,3,1,"amitraz, thymol, flumethrin",6,beekeeping supplies merchant,2,,1,2,2,1,2,1,2,3,4,4,British Beekeeping Association,"Beginners course, healthy bee day, bee microscopy, swarm collecting",5,,EN,UK
2019-07-23 06:29:56,2019-07-23 06:31:41,0,148.253.4.147,100,104,1,2019-07-23 06:31:41,R_3kFJDxu13ZriwGW,51.509003,-.1882019,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,
2019-07-29 09:01:32,2019-07-29 09:06:04,0,67.204.164.45,100,272,1,2019-07-29 09:06:05,R_1Lp61F5hwfUchfx,44.094406,-121.2863,EN,4,98,40,60,2,3,5,2,4,,5,11,4,5,8,1,,4,4,4,,4,4,2,1,Mite away quick strips,4,,2,,1,2,2,2,1,2,2,2,4,4,Central Oregon beekeepers association ,Bee school,2,,EN,North America
2019-07-29 09:00:45,2019-07-29 09:07:18,0,174.207.2.165,100,393,1,2019-07-29 09:07:18,R_2WwlC03qF1O1CqL,30.210693,-97.942703,EN,4,98,46,48,2,3,6,6,"2,11",Long langstroth,5,11,1,5,8,1,,3,,2,2,3,4,2,2,Treatment free beekeeper,,,,,,,,,,,,3,4,5,,,2,,EN,North America
2019-07-29 09:05:52,2019-07-29 09:10:19,0,107.77.234.227,100,267,1,2019-07-29 09:10:19,R_21yUNgm5nBZVqYe,33.748505,-84.3871,EN,4,98,38,60,2,4,7,2,4,,5,11,8,5,9,5,2,3,4,4,3,4,3,3,1,MiteAway,9,,2,,1,2,1,2,1,1,2,2,4,4,Ohio Beekeeper,,3,,EN,North America
2019-07-29 09:08:08,2019-07-29 09:13:01,0,204.141.172.65,100,292,1,2019-07-29 09:13:02,R_2tyWIWZK9QeCaaL,39.1436,-77.7342,EN,4,98,49,37,1,1,5,1,4,,5,11,8,5,9,5,3,3,4,4,2,3,4,3,2,,4,,2,,2,1,2,2,1,1,1,1,4,4,Loudoun Beekeepers Org,Loudoun Beekeepers Introductory Class,3,,EN,North America
2019-07-29 09:09:56,2019-07-29 09:13:47,0,50.77.73.4,100,230,1,2019-07-29 09:13:47,R_WcArw0h4Gwp6DER,38.270996,-77.5495,EN,4,98,49,45,1,3,5,9,4,,5,11,8,5,9,5,4,3,4,4,3,,3,,1,api life var,4,,2,,1,2,1,1,2,1,1,2,4,4,,,4,,EN,North America
2019-07-29 09:11:26,2019-07-29 09:15:50,0,172.79.29.40,100,263,1,2019-07-29 09:15:50,R_3qQZIj7DKOUyc8J,36.052704,-85.013802,EN,4,98,45,40,1,4,5,2,4,,5,11,4,5,9,5,4,4,4,4,3,4,4,4,1,Apiguard,4,,2,,1,1,2,1,1,1,1,2,4,4,Tennessee Beekeepers Assoc.,Basic certified through university,4,,EN,North America
2019-07-29 09:14:31,2019-07-29 09:21:50,0,142.26.99.135,100,439,1,2019-07-29 09:21:50,R_2YKCcfSXbJjl4S8,50.673599,-120.4212,EN,4,7,122,50,1,2,14,50,4,,4,11,8,5,9,6,3,3,4,4,4,4,4,4,1,"Mite Away Quickstrips, Apivar","3,9",,2,,1,1,1,1,1,1,1,3,4,4,"Kamloops Beekeepers, Western Apiculture Society, BC Honey Producers",Montana Beekeeping Course Apprentice Level,2,,EN,North America
2019-07-29 09:19:16,2019-07-29 09:23:09,0,108.46.253.219,100,233,1,2019-07-29 09:23:10,R_3jVdJ8DJ54HFVsx,41.168396,-73.8498,EN,4,98,35,56,3,4,9,1,4,,5,11,4,5,9,5,3,4,4,4,3,4,3,4,1,Formic acid,4,,2,,1,,1,,1,2,2,2,4,4,Hudson Valley Beekeepers,Can't remember -- did an online one through Penn State.,4,,EN,North America
2019-07-29 09:24:59,2019-07-29 09:32:41,0,131.239.18.4,100,461,1,2019-07-29 09:32:42,R_vDFRbC4aDENqmVX,42.390701,-71.134903,EN,4,98,24,38,1,3,6,2,4,,5,11,3,5,9,6,3,,4,3,2,3,4,,1,,9,,2,,2,1,2,1,1,1,1,2,4,4,BABA,BABA Basic beekeeping,3,,EN,North America
2019-07-29 09:08:07,2019-07-29 09:38:14,0,217.103.113.9,100,1807,1,2019-07-29 09:38:15,R_2Ua940zWbiIsHOY,51.978195,5.7351074,EN,4,170,,49,2,3,9,3,11,,5,11,4,5,9,6,,4,4,3,2,2,3,4,1,"Apiguard, oxalic acid","5,9,4",,2,,1,,1,,1,1,2,3,4,4,National and regional Dutch Beekeeping Society,Beekeepers beginners course followed by advanced course,4,"Country of residence is The Netherlands, this is not an option kn this survey",EN,Continental Europe
2019-07-29 09:38:02,2019-07-29 09:44:19,0,79.73.218.23,100,377,1,2019-07-29 09:44:20,R_2OIMlb64g39DU3s,52.964798,-1.2131958,EN,4,171,,,,,39,80,11,National and deep National ,4,10,4,5,11,6,2,2,4,2,,4,,4,1,"Formic acid, Oxalic acid, Apivar",6,Apirist suppliers,2,,1,2,1,1,1,1,1,4,5,5,BFA  ,DASH,1,,EN,UK
2019-07-29 09:45:33,2019-07-29 09:52:24,0,174.231.134.170,100,410,1,2019-07-29 09:52:25,R_2EB1poKT4ybM961,38.228104,-84.869698,EN,4,98,17,46,2,4,6,3,4,,5,10,8,5,10,6,2,4,4,4,4,4,4,4,1,"Mite away, oxcilic acid","3,9",,2,,2,1,2,2,2,1,1,2,4,4,"Several local beekeeping clubs, state bees school and state bee person w usda ","State bee school, specialists attending club meetings and usda specialist ",5,,EN,North America
2019-07-29 09:50:57,2019-07-29 09:57:52,0,71.75.6.6,100,415,1,2019-07-29 09:57:53,R_1JJuQ6l5lsW1IKY,35.415497,-80.614304,EN,4,98,36,41,1,4,7,4,4,,5,11,4,5,9,6,3,4,4,4,,4,3,3,1,"Apiguard, Oxalic acid, Api Life Guard",6,Local bee supply store,2,,1,2,1,1,2,2,1,3,4,4,North Carolina Beekeepers Association,County Beekeeping class,2,,EN,North America
2019-07-29 09:52:24,2019-07-29 10:09:21,0,206.251.223.211,100,1017,1,2019-07-29 10:09:22,R_2woc84M5VAhxQhl,35.482498,-86.462898,EN,4,98,45,30,1,4,7,6,"4,11",AZ hive,5,11,4,5,9,5,3,,4,4,,4,4,,1,"Oxalic acid, Apivar","3,9,4",,2,,2,1,1,2,2,1,1,2,4,4,"Such River Beekeepers Assoc., Midwestern Beekeepers org., Perfect Bee",,5,,EN,North America
2019-07-29 10:07:42,2019-07-29 10:11:51,0,76.204.61.244,100,249,1,2019-07-29 10:11:51,R_Au0jX4QyjqoGkCJ,35.710907,-78.659401,EN,4,98,36,61,1,4,7,3,"2,4",,5,10,8,5,9,5,3,2,4,4,3,4,4,3,1,"Maqs, apivar",4,,2,,1,2,1,1,1,1,1,3,4,4,"Wake County, NC State Beekeeping",Beginner class,4,,EN,North America
2019-07-29 10:07:09,2019-07-29 10:16:51,0,174.34.14.165,100,582,1,2019-07-29 10:16:52,R_31uwNuUcuUpZFoa,38.933594,-92.362999,EN,4,98,28,30,1,3,5,2,4,,5,11,6,5,8,1,,,,,,,,2,2,,9,,3,,1,1,1,1,1,1,1,2,4,4,Boone Area Beekeepers Association    Missouri State Beekeepers Association,Intro To Beekeepking,2,I am new to the hobby and really am learning as I go,EN,North America
2019-07-29 10:19:18,2019-07-29 10:24:44,0,207.114.234.16,100,325,1,2019-07-29 10:24:44,R_2dRMeHRQcm9T3LV,45.460999,-122.7052,EN,4,98,40,54,2,3,7,5,4,,5,11,3,5,9,6,2,2,4,4,2,3,3,3,1,"ApiLife Var, Oxalic Acid Drip","5,4",,2,,1,1,1,1,1,1,1,4,4,4,"Oregon Master Beekeepers, Portland Metro Beekeepers",Oregon Master Beekeepers course,3,,EN,North America
2019-07-29 10:21:31,2019-07-29 10:29:14,0,63.142.137.98,100,463,1,2019-07-29 10:29:15,R_2xRvt9JABBbV88D,35.424103,-83.439201,EN,4,98,36,42,2,3,10,5,4,,5,11,8,5,10,6,3,3,4,4,,4,3,4,1,apilife var,6,bee supply,2,,2,1,1,1,1,1,1,2,5,5,"NCSBA, BCBC","beginning beekeeping,  queen grafting, seminars",2,,EN,North America
2019-07-29 10:28:56,2019-07-29 10:34:33,0,67.233.58.153,100,337,1,2019-07-29 10:34:33,R_1eXZhkPHAVTv2Em,26.824005,-81.954697,EN,4,98,12,39,1,4,7,50,4,,4,11,6,5,10,6,4,2,4,3,2,3,3,4,1,,4,,2,,1,2,1,1,2,1,1,3,4,4,,,2,,EN,North America
2019-07-29 10:51:02,2019-07-29 11:00:25,0,162.1.2.23,100,562,1,2019-07-29 11:00:25,R_3pur2heJkzrM8wj,39.829102,-86.085899,EN,4,98,17,,1,3,6,9,4,,5,11,8,5,10,6,,2,4,4,2,4,3,4,1,Formic acid.   Oxcilic acid,6,Beekeeperâs supply,2,,2,2,1,1,2,1,1,2,4,4,,,2,,EN,North America
2019-07-29 10:52:30,2019-07-29 11:02:58,0,165.225.0.192,100,627,1,2019-07-29 11:02:59,R_2eW1Deg3owcbRtm,44.898499,-92.922997,EN,4,98,25,39,2,3,9,2,4,,5,11,3,5,9,1,,4,4,4,4,4,4,,1,,9,,2,,1,2,1,1,1,1,1,2,4,4,Michigan state university,,5,,EN,North America
2019-07-29 11:22:49,2019-07-29 11:30:58,0,199.47.101.52,100,488,1,2019-07-29 11:30:58,R_24Bi4w48FO6lN5u,38.9095,-77.043602,EN,4,98,23,36,1,4,16,20,"2,4,10",,5,10,8,5,9,6,3,2,4,4,2,3,3,2,1,OA - Hopguard,4,,2,,1,2,1,1,1,1,1,3,4,4,Master Beekeeper through Univ. Montana - Maryland State Bee Association,Master Beekeeper through Univ Montana,2,,EN,North America
2019-07-29 11:39:08,2019-07-29 11:48:32,0,100.38.128.196,100,563,1,2019-07-29 11:48:33,R_1KjvyYqCbkv3SzQ,40.629501,-74.093803,EN,4,98,35,47,1,3,5,2,4,,5,11,8,5,9,6,4,4,4,4,2,,,,1,Mite Away Quick Strips ,4,,2,,2,1,1,1,1,1,1,1,4,4,The Honeybee Conservency,,4,,EN,North America
2019-07-29 11:44:44,2019-07-29 11:51:55,0,73.240.239.143,100,430,1,2019-07-29 11:51:55,R_1kN8Lk7CTfx4Z4b,44.592804,-123.2746,EN,4,98,40,41,2,2,25,3,4,,4,11,4,5,9,6,4,3,4,4,4,4,3,4,1,Formic pro,6,Glory bee beekeeping supply,2,,1,2,1,1,1,1,1,2,5,5,Linn Benton bee club,Oregon state master bee keepers program ,2,,EN,North America
2019-07-29 11:58:20,2019-07-29 12:02:20,0,99.203.187.4,100,239,1,2019-07-29 12:02:20,R_21oHd190ZhhPLOl,42.375504,-83.2883,EN,4,98,25,81,1,1,6,3,4,,5,11,4,1,8,1,4,4,4,3,3,4,3,3,2,,4,,2,,1,1,1,1,1,1,1,2,4,4,,,2,Thank you,EN,North America
2019-07-29 12:06:05,2019-07-29 12:12:08,0,174.193.41.216,100,362,1,2019-07-29 12:12:08,R_yWvowpkNKXAobgR,35.710907,-78.659401,EN,4,98,36,52,1,2,9,15,4,,5,10,4,5,10,6,2,3,4,4,4,4,4,3,1,"Formic pro, oxalis acid",4,,2,,1,2,1,1,1,1,1,3,4,4,"North Carolina beekeeper association, EAS",,3,,EN,North America
2019-07-29 12:22:27,2019-07-29 12:28:56,0,107.77.198.195,100,389,1,2019-07-29 12:28:57,R_27mvkyg6SeD4pLa,32.825195,-96.838799,EN,4,98,39,44,2,2,6,2,4,,5,11,4,5,9,1,2,3,4,3,2,3,3,,1,Apivar,3,,2,,1,2,2,2,2,1,1,2,4,4,Northeast Oklahoma Beekeepers Association,Beginning Beekeeping,3,,EN,North America
